customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,tenure_group,avg_monthly_usage,payment_risk,customer_value_segment,total_services
4816-LXZYW,Long Beach,90810,33.819814,-118.222416,Female,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,1,68,5216,1-2 Years,72.9108695652174,High Risk,Gold,4
9606-PBKBQ,Long Beach,90813,33.781086,-118.199049,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,1,94,4584,2-4 Years,82.5640625,High Risk,Gold,4
3536-IQCTX,South Pasadena,91030,34.110444,-118.156957,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,1,75,2712,2-4 Years,83.159375,High Risk,Bronze,4
4911-BANWH,Sunland,91040,34.282704,-118.312929,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,1,74,4198,2-4 Years,87.01290322580645,Low Risk,Silver,4
8496-EJAUI,Tujunga,91042,34.296574,-118.244839,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes,1,89,2251,1-2 Years,74.97368421052632,Low Risk,Bronze,3
3132-TVFDZ,Glendale,91202,34.167926,-118.267539,Male,Yes,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,1,82,5172,4+ Years,45.13947368421052,High Risk,Gold,3
8080-DDEMJ,Glendale,91204,34.136306,-118.26036,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,1,79,4499,0-1 Year,45.1,High Risk,Silver,2
6365-MTGZX,Glendale,91206,34.162515,-118.203869,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,1,71,3068,1-2 Years,88.43541666666665,High Risk,Bronze,5
1349-WXNGG,Glendale,91207,34.182378,-118.262922,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,1,66,4710,0-1 Year,20.05,Low Risk,Gold,1
6990-YNRIO,Agoura Hills,91301,34.129058,-118.759788,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,1,79,6120,4+ Years,106.7376923076923,Low Risk,Platinum,8
0621-TWIEM,Newhall,91321,34.370378,-118.504118,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,1,67,4097,0-1 Year,40.260000000000005,High Risk,Silver,2
2485-ITVKB,Northridge,91325,34.236683,-118.517588,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,1,78,2643,0-1 Year,34.375,High Risk,Bronze,2
3669-OYSJI,Porter Ranch,91326,34.281911,-118.556218,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,1,76,4167,0-1 Year,46.2,Low Risk,Silver,2
1612-EOHDH,Pacoima,91331,34.255442,-118.421314,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,1,89,5828,0-1 Year,45.15,High Risk,Platinum,2
6702-OHFWR,Reseda,91335,34.200175,-118.540958,Male,Yes,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,1,91,4972,0-1 Year,43.3,High Risk,Gold,4
4510-PYUSH,Sylmar,91342,34.321621,-118.399841,Female,Yes,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,1,75,3110,2-4 Years,59.227631578947374,Low Risk,Bronze,4
7517-SAWMO,Granada Hills,91344,34.291273,-118.505104,Female,No,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,1,97,4718,1-2 Years,75.84736842105262,High Risk,Gold,3
4143-HHPMK,Mission Hills,91345,34.266389,-118.459744,Male,No,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,1,98,6402,4+ Years,83.4346153846154,High Risk,Platinum,4
7054-LGEQW,Canyon Country,91351,34.422519,-118.420717,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,1,69,4888,0-1 Year,45.95,Medium Risk,Gold,2
0923-PNFUB,Westlake Village,91361,34.130992,-118.894673,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,1,65,4852,0-1 Year,82.41666666666667,High Risk,Gold,4
3494-JCHRQ,Van Nuys,91411,34.17847,-118.459472,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,1,69,2699,0-1 Year,70.05,High Risk,Bronze,2
6474-FVJLC,Sherman Oaks,91423,34.146957,-118.432138,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,77,4546,0-1 Year,82.725,High Risk,Gold,4
8840-DQLGN,Burbank,91502,34.177267,-118.31003,Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,1,81,4745,2-4 Years,104.38142857142857,Low Risk,Gold,7
4547-LYTDD,North Hollywood,91601,34.1692,-118.372498,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1,73,2850,1-2 Years,74.64375,High Risk,Bronze,3
6770-XUAGN,North Hollywood,91605,34.207295,-118.400022,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,Yes,1,90,3753,0-1 Year,21.0,High Risk,Silver,1
4193-ORFCL,North Hollywood,91606,34.187599,-118.387125,Female,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,1,70,2740,0-1 Year,45.1,Medium Risk,Bronze,2
7776-QWNFX,Chino,91710,33.990646,-117.663025,Male,Yes,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,1,83,4795,2-4 Years,50.916666666666664,Low Risk,Gold,3
6689-TCZHQ,Claremont,91711,34.127621,-117.717863,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,1,65,4054,0-1 Year,75.67999999999999,High Risk,Silver,3
3143-ILDAL,El Monte,91732,34.074492,-118.01462,Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,1,96,4830,4+ Years,91.51071428571429,High Risk,Gold,6
4720-VSTSI,Monterey Park,91754,34.050322,-118.147037,Female,No,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,1,66,3997,2-4 Years,87.78522727272728,Low Risk,Silver,5
3946-MHCZW,Ontario,91761,34.035602,-117.591528,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,1,83,5111,0-1 Year,50.9,Medium Risk,Gold,3
6651-AZVTJ,Pomona,91768,34.067932,-117.785168,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,1,83,6088,4+ Years,99.43775510204081,High Risk,Platinum,6
4566-GOLUK,Rosemead,91770,34.065108,-118.082791,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,1,98,3620,2-4 Years,108.91382978723404,Low Risk,Silver,7
2484-DGXPZ,San Dimas,91773,34.102119,-117.815532,Female,No,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,1,67,2687,2-4 Years,21.256451612903227,Medium Risk,Bronze,1
4587-NUKOX,Walnut,91789,34.018354,-117.85492,Female,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,1,74,5339,0-1 Year,82.16666666666667,High Risk,Gold,4
0420-BWTPW,Chula Vista,91910,32.636792,-117.054989,Male,No,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,1,78,5578,0-1 Year,26.9,Medium Risk,Platinum,1
8183-ONMXC,Chula Vista,91915,32.605012,-116.97595,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,1,87,2176,0-1 Year,79.725,High Risk,Bronze,3
9614-RMGHA,Dulzura,91917,32.622999,-116.687855,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,1,82,5530,4+ Years,91.39769230769231,Low Risk,Platinum,5
5054-IEXZT,Jacumba,91934,32.649787,-116.2237,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,90,5284,0-1 Year,75.35,High Risk,Gold,3
5834-ASPWA,Jamul,91935,32.695681,-116.798386,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,1,74,5518,0-1 Year,75.45,High Risk,Platinum,3
3948-XHGNA,Bonsall,92003,33.290907,-117.202895,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,80,5005,1-2 Years,50.43333333333334,Low Risk,Gold,3
0565-IYCGT,Cardiff By The Sea,92007,33.015866,-117.272254,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,93,6230,4+ Years,77.62971014492753,Low Risk,Platinum,8
5445-UTODQ,Del Mar,92014,32.948262,-117.256086,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,87,3238,0-1 Year,82.37857142857142,High Risk,Bronze,3
1024-VRZHF,Encinitas,92024,33.054579,-117.25665,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,1,70,2044,0-1 Year,75.06363636363636,High Risk,Bronze,3
9497-QCMMS,Escondido,92026,33.21846,-117.116916,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,81,5536,0-1 Year,93.55,High Risk,Platinum,5
0348-SDKOL,La Jolla,92037,32.853743,-117.25034,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,1,96,4415,4+ Years,101.47241379310344,Low Risk,Silver,7
4373-MAVJG,Oceanside,92056,33.194742,-117.29032,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,1,70,5148,1-2 Years,89.92857142857143,Low Risk,Gold,5
8901-HJXTF,Oceanside,92057,33.254497,-117.285879,Female,No,Yes,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,1,94,3747,0-1 Year,25.758333333333336,Medium Risk,Silver,2
5419-KLXBN,Palomar Mountain,92060,33.309852,-116.823091,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,1,97,5853,2-4 Years,90.31,Low Risk,Platinum,5
3424-NMNBO,Pauma Valley,92061,33.313828,-116.940501,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,91,4739,4+ Years,108.40086206896552,High Risk,Gold,8
4514-GFCFI,Ramona,92065,33.044541,-116.833922,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,1,99,5136,1-2 Years,84.384375,High Risk,Gold,4
9828-AOQLM,San Marcos,92069,33.162624,-117.170863,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,1,99,3187,0-1 Year,45.7,High Risk,Bronze,2
8000-REIQB,Santee,92071,32.847336,-116.997605,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,94,3208,0-1 Year,69.95,High Risk,Bronze,2
7615-ESMYF,Valley Center,92082,33.25283,-116.986079,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,1,70,5482,0-1 Year,48.55,High Risk,Platinum,3
3858-VOBET,Vista,92083,33.17494,-117.242761,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,1,89,5897,1-2 Years,74.36739130434783,High Risk,Platinum,3
1447-PJGGA,San Diego,92101,32.72523,-117.171346,Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,1,93,5789,4+ Years,95.87105263157895,High Risk,Platinum,5
8565-CLBZW,San Diego,92102,32.716007,-117.117462,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,1,95,2050,1-2 Years,90.21041666666667,Medium Risk,Bronze,5
9139-WQQDY,San Diego,92103,32.747484,-117.166877,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,1,90,4235,4+ Years,100.8530612244898,Medium Risk,Silver,6
0224-HJAPT,San Diego,92104,32.741499,-117.127409,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,1,82,2857,0-1 Year,44.63,High Risk,Bronze,3
8086-OVPWV,San Diego,92105,32.741859,-117.090353,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,1,99,2384,0-1 Year,90.55,High Risk,Bronze,3
9430-FRQOC,San Diego,92106,32.71346,-117.236378,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,1,80,5587,0-1 Year,85.3625,Medium Risk,Platinum,5
3074-GQWYX,San Diego,92108,32.774046,-117.142454,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,87,3520,0-1 Year,71.55,Low Risk,Silver,3
6845-RGTYS,San Diego,92110,32.76501,-117.19938,Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,1,80,4622,2-4 Years,96.46170212765956,High Risk,Gold,7
8861-HGGKB,San Diego,92115,32.762506,-117.07245,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,1,80,5699,0-1 Year,83.08500000000001,High Risk,Platinum,4
7065-YUNRY,San Diego,92117,32.825086,-117.199424,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,69,3049,0-1 Year,45.3,Medium Risk,Bronze,2
7694-VLBWQ,Coronado,92118,32.68674,-117.186612,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,1,74,4857,4+ Years,105.08731343283583,High Risk,Gold,7
4795-KTRTH,San Diego,92122,32.85723,-117.209774,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,1,99,4287,0-1 Year,74.33,High Risk,Silver,4
6481-OGDOO,San Diego,92129,32.961064,-117.134917,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,1,73,4394,4+ Years,90.39029850746267,Low Risk,Silver,5
3753-TSEMP,San Diego,92139,32.677716,-117.047666,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,1,79,2524,1-2 Years,92.70666666666666,High Risk,Bronze,4
8305-VHZBZ,San Diego,92154,32.578103,-117.012975,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,1,92,4325,0-1 Year,20.2,Medium Risk,Silver,1
9172-JITSM,Palm Desert,92211,33.762759,-116.324817,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,1,75,2641,2-4 Years,90.83846153846154,High Risk,Bronze,4
6298-QDFNH,Banning,92220,33.936298,-116.849577,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,1,68,4718,1-2 Years,78.65227272727272,High Risk,Gold,4
9961-JBNMK,Desert Center,92239,33.889605,-115.257009,Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,1,87,4317,1-2 Years,96.68095238095238,Low Risk,Silver,5
6173-ITPWD,Heber,92249,32.730583,-115.501083,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Yes,1,98,2516,2-4 Years,86.48936170212765,Low Risk,Bronze,5
9734-UYXQI,Holtville,92250,32.811001,-115.152865,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,1,97,5115,0-1 Year,53.275,High Risk,Gold,3
2189-UXTKY,La Quinta,92253,33.695532,-116.310571,Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,1,91,3410,1-2 Years,79.2159090909091,High Risk,Bronze,7
4958-GZWIY,North Palm Springs,92258,33.906496,-116.569499,Male,No,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,1,98,2984,0-1 Year,48.607142857142854,High Risk,Bronze,3
6356-ELRKD,Rancho Mirage,92270,33.763678,-116.429928,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,1,79,4091,0-1 Year,95.6,High Risk,Silver,5
8624-GIOUT,Seeley,92273,32.790282,-115.689559,Female,No,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,1,78,6006,4+ Years,59.88367346938776,Low Risk,Platinum,5
6179-GJPSO,Twentynine Palms,92277,34.17211,-115.769773,Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,1,86,2833,2-4 Years,106.99302325581395,Low Risk,Bronze,7
3177-LASXD,Westmorland,92281,33.03679,-115.60503,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,1,77,2619,0-1 Year,71.35,High Risk,Bronze,2
4897-QSUYC,Amboy,92304,34.559882,-115.637164,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,1,86,4939,0-1 Year,20.15,Medium Risk,Gold,1
1084-UQCHV,Angelus Oaks,92305,34.1678,-116.86433,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes,1,66,2901,0-1 Year,69.75,Low Risk,Bronze,2
8290-YWKHZ,Apple Valley,92307,34.55082,-117.122396,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,Yes,1,90,5247,2-4 Years,91.59375,High Risk,Gold,5
2955-BJZHG,Apple Valley,92308,34.424926,-117.184503,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,1,77,5174,1-2 Years,82.40294117647058,High Risk,Gold,3
3806-DXQOM,Baker,92309,35.28952,-116.092214,Female,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,1,95,2563,0-1 Year,34.4625,High Risk,Bronze,3
9300-RENDD,Cedar Glen,92321,34.255203,-117.175654,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,1,99,4815,0-1 Year,79.95,High Risk,Gold,3
0761-AETCS,Colton,92324,34.030915,-117.273201,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,19.3,Yes,1,92,3236,0-1 Year,19.3,High Risk,Bronze,1
2153-MREFK,Fawnskin,92333,34.274846,-116.937581,Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes,1,79,3599,2-4 Years,101.47567567567567,High Risk,Silver,7
3106-ULWFW,Fontana,92337,34.049671,-117.468896,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,1,95,2887,0-1 Year,78.425,Low Risk,Bronze,4
0925-VYDLG,Ludlow,92338,34.702766,-116.093376,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes,1,83,5898,0-1 Year,80.66666666666667,High Risk,Platinum,3
4349-GFQHK,Mentone,92359,34.103578,-117.04054,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,Yes,1,87,4212,0-1 Year,54.35,High Risk,Silver,4
7802-EFKNY,Redlands,92374,34.064073,-117.166158,Male,No,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes,1,79,5865,0-1 Year,20.080000000000002,High Risk,Platinum,1
8035-BUYVG,Running Springs,92382,34.186211,-117.07683,Male,No,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,1,67,5422,2-4 Years,42.91125,High Risk,Platinum,4
9787-XVQIU,Sugarloaf,92386,34.243088,-116.830015,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,1,100,3596,0-1 Year,75.3,High Risk,Silver,3
8945-MUQUF,Tecopa,92389,35.824572,-116.274755,Male,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,1,94,5074,4+ Years,94.85490196078432,High Risk,Gold,6
8051-HJRLT,Wrightwood,92397,34.358321,-117.618263,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,1,82,2146,0-1 Year,70.55,High Risk,Bronze,2
3023-GFLBR,San Bernardino,92408,34.084909,-117.258107,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,1,66,3336,2-4 Years,83.2030303030303,Low Risk,Bronze,4
0524-IAVZO,Anza,92539,33.527605,-116.666551,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,1,97,3698,2-4 Years,87.475,High Risk,Silver,4
2737-YNGYW,Hemet,92543,33.739415,-116.968339,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,1,69,2856,0-1 Year,92.05,High Risk,Bronze,3
5159-YFPKQ,Moreno Valley,92551,33.88274,-117.224878,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,1,98,5270,0-1 Year,80.375,High Risk,Gold,3
4021-RQSNY,Moreno Valley,92555,33.907361,-117.109972,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes,1,72,5137,2-4 Years,103.59137931034483,High Risk,Gold,6
9061-TIHDA,Murrieta,92563,33.581045,-117.14719,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,1,97,2982,1-2 Years,94.89615384615385,High Risk,Bronze,5
8699-ASUFO,Nuevo,92567,33.82769,-117.102244,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,Yes,1,96,4969,0-1 Year,75.41428571428571,Medium Risk,Gold,3
